blend_id,models,weights,model_count,uncalibrated_log_loss,uncalibrated_accuracy,uncalibrated_macro_f1,uncalibrated_ece_15,uncalibrated_brier_score,temperature,calibrated_log_loss,calibrated_accuracy,calibrated_macro_f1,calibrated_ece_15,calibrated_brier_score
deberta_qlora_seed42+sparse_tfidf_sprint2@0.500000+0.500000,deberta_qlora_seed42+sparse_tfidf_sprint2,0.500000+0.500000,2,0.9999654050859299,0.500347947112039,0.4952108532020038,0.03190066904042395,0.5982943439348354,0.8173109971907264,0.9969729529400194,0.500347947112039,0.4952108532020038,0.011112061218629433,0.5963516880873161
deberta_qlora_seed42+sparse_tfidf_sprint2@0.750000+0.250000,deberta_qlora_seed42+sparse_tfidf_sprint2,0.750000+0.250000,2,1.0010707105090122,0.494258872651357,0.489740422172088,0.026953319533752344,0.5991167791369143,0.8452876168478806,0.9989896964677135,0.494258872651357,0.489740422172088,0.017460084298733903,0.597838282413629
deberta_qlora_seed42+sparse_tfidf_sprint2@0.250000+0.750000,deberta_qlora_seed42+sparse_tfidf_sprint2,0.250000+0.750000,2,1.0052855987293081,0.5080027835768963,0.5020199176166967,0.03333512182933636,0.6018469305160757,0.8739902791329585,1.0039681294337228,0.5080027835768963,0.5020199176166967,0.015424162932846684,0.6007403114123829
